Name,Breed,Sex,Age,County,Urgent Status,Dog Compatibility,Cat Compatibility,Kid Compatibility,Energy,Temperament,Spayed/Neutered,Vaccinated,Description,URL
Rue,Persian / Turkish Van,Female,Senior,Los Angeles County,No,Good,Good,Not Good,Low,Average,Yes,Yes,"Rue is a sweet, precious, spoiled girl. She is on medication for hypertrophic cardiomyopathy and is on a renal diet. She is sweet and friendly. She is around other cats but swats at them. She is used to a small, friendly dog but swats at her. She is an amazing fluffy girl.",https://post.rescueme.org/26-02-05-00326
Fluffy sweetheart,Domestic Cat,Male,Kitten,Los Angeles County,No,Unknown,Good,Good,Unknown,Unknown,Unknown,Yes,Very very sweet boy.,https://post.rescueme.org/26-02-05-00014
Jax,Domestic Cat,Male,Young Adult,Riverside County,No,Good,Good,Good,Low,Submissive,Yes,Yes,Jax is amazing cat. He reminds me of Garfield. He loves to lay around and be loved on. He likes to play with lasers or string. Very loving very quiet.,https://post.rescueme.org/26-02-04-00307
Luna,Domestic Cat,Female,Young Adult,Riverside County,No,Good,Good,Good,Average,Submissive,Yes,Yes,Very healthy happy cat. She loves to play. At night she loves to cuddle.,https://post.rescueme.org/26-02-04-00305
Simba,Domestic Cat,Male,Young Adult,Ventura County,No,Unknown,Unknown,Not Good,Average,Dominant,No,Unknown,"Simba - Adult Male Cat Looking for Experienced, Pet-Free Home  This is a very difficult post for me to make. I am currently pregnant and due very soon, and with my partner being in the military, I need to find Simba a new home before the baby arrives.  Simba came to me from a friend who told me he had his shots, but I do not have any paperwork or vet records for him, and I have not taken him to the vet since having him.  Simba is a very strong-personality cat and will need an experienced cat owner who understands cats with behavioral challenges. He must be the only pet in the home. He does not do well with other animals and can show aggression if he feels stressed, threatened, or overstimulated.  Simba has bitten through the skin in the past when he was overstimulated or frightened, so he needs an experienced owner who understands cat body language and can manage those situations calmly.  At the same time, Simba can be very sweet. He is talkative, enjoys attention on his terms, and does like to cuddle when he feels safe and comfortable. In the right environment, his affectionate side really comes out.  In a calm, quiet environment with someone patient and knowledgeable, Simba has the potential to do much better. He needs a home with: �'ۢ No other pets �'ۢ No small children �'ۢ Someone experienced with cats and willing to work with his behavior �'ۢ A calm, stable environment  This is not a situation where I am trying to 'get rid' of him. I care about him and want him placed with the right person who understands what they are taking on and is willing to give him the time and space he needs.  I am hoping to find him a home by the end of February / early March due to my pregnancy timeline.  A small rehoming fee will apply to ensure serious inquiries only.  If you feel you are a good fit, please reach out and tell me about your experience with cats and your home environment.  Thank you for reading.",https://post.rescueme.org/26-02-04-00090
Nona,Domestic Cat,Female,Young Adult,Santa Clara County,No,Unknown,Good,Good,Average,Average,Yes,Yes,"Nona is a 14-month-old female cat with a sweet, gentle personality. She's playful and curious, and she enjoys engaging with her surroundings in her own charming way. Nona has a nice balance of independence and affection. Sometimes she enjoys doing her own thing, and other times she's very cuddly and loving. She adores gentle rubs under her neck and belly, being perched on your shoulder while you give her scratches, and quietly keeping you company. She's a calm, quiet kitty who isn't very vocal, but she's very curious and enjoys exploring and playing. Nona is friendly and confident around people, not afraid of strangers, and would be a wonderful fit for a home with children. She would do well in a home that appreciates a loving cat who shows affection on her own sweet terms.",https://post.rescueme.org/26-02-03-00367
Batman,Domestic Cat,Male,Young Adult,Contra Costa County,No,Good,Good,Good,Average,Submissive,Yes,Yes,Super lover boy. Batman Needs a home. Unfortunately his owner passed away and we can no longer keep him. Most of our family is highly allergic to cats. This is very sad for all of us but we would love to find him a good home. Probably one of the most sweetest cats I've ever known. Please help,https://post.rescueme.org/26-02-03-00136
Jamie's grey white,Domestic Cat,Male,Young Kitten,Los Angeles County,No,Unknown,Good,Good,Average,Average,Yes,Yes,,https://post.rescueme.org/26-02-03-00130
Jackson,Bengal,Male,Young Adult,Riverside County,No,Unknown,Unknown,Good,Average,Average,Unknown,Yes,"Jackson is a purebred Bengal. He does not have papers. He has lived with children and seems gentle -- no biting or scratching observed. Truly a gorgeous cat. We are asking for a sizeable adoption donation to cover his exam, neuter, tests plus add to our rescues funds for another cat who needs a CT scan and surgery. Adoption application and screening will be required.",https://post.rescueme.org/26-02-01-00136
Lover Boy Flamepoint E,Siamese / Domestic Cat,Male,Kitten,Los Angeles County,No,Unknown,Good,Good,Average,Average,Yes,Yes,,https://post.rescueme.org/26-01-29-00066
Lover Boy Tabby,Domestic Cat / Maine Coon,Male,Kitten,Los Angeles County,No,Unknown,Good,Good,Average,Average,Yes,Yes,,https://post.rescueme.org/26-01-29-00064
JACK & JAZZY,Domestic Cat,Unknown,Kitten,Los Angeles County,No,Unknown,Good,Unknown,Unknown,Unknown,Unknown,Yes,"Courtesy Posting:  ���%A4��%A4%8D Adopt the Tuxedo Twins Jack and Jazzy  Meet this adorable brother and sister Adopt duo - two 8- month-old tuxedo kittens who are as charming as they are cute! Born May 22 2025  These sweet siblings are the perfect mix of playful energy and loving affection. They spend their days chasing toys, wrestling gently with each other, and curling up for cozy naps together. Both are healthy, litter-trained, and have been socialized in a loving home.  The little boy Jack is curious and bold, always the first to explore and greet you at the door. He loves attention and to play with mice laser toys. Jack loves sitting in his hammock and playing on a cat tree. He loves to be high up to look out in the yard . Jack loves being pet and is a really People cat where he will be your best friend and just lay with you . He deserves to sleep next to his person. His sister Jazzy is curious and fun getting into mischief with her brother. Jazzy loves playing hide and seek and playing with her laser and mice toys as well as cuddling up with her brother in the cat tree or being on the hammock. Together, they make a wonderful pair - full of love, fun, and personality.  They are all fixed, vaccinated, dewormed combo, tested negative, microchipped, socialized and have great personalities.  Records available if needed. There is an adoption fee of $150 that covers what she has used for their vetting.  They would be happiest adopted together in a home with lots of love and playtime in an inside only good size home.. not an apartment. They are the sweetest cutest pair!  Details: �'ۢ 8 months old �'ۢ Domestic short hair tuxedos (black & white) �'ۢ Vet-checked, vaccinated, and litter-trained �'ۢ Playful, affectionate, and well-socialized  Bring double the joy into your home - adopt these tuxedo to bring you so much love �%9D%A4��%8F  If you are interested in meeting/ adopting these two cuties, please email Kari directly at: ",https://post.rescueme.org/26-01-28-00158
Fred,Himalayan / Domestic Cat,Male,Senior,Los Angeles County,No,Good,Good,Good,Average,Average,Yes,Yes,"My friend passed away. She left behind her beloved pets. I'm honoring her by finding them the best homes I can. Fred , the love of her life, is a 12 year old Himalayan mix. He's a big boy . He has no behavioral or health problems. The best home for him would be to live as a single cat. He could live with a cat friendly dog. A quiet home would be ideal. It would be the best if he could stay with his best friend, Larry the French Bulldog. Los Angeles, Southern CA, area only please.",https://post.rescueme.org/26-01-27-00239
Luna,American Shorthair,Female,Young Adult,San Diego County,No,Good,Good,Good,Average,Submissive,Yes,Yes,Luna is a shy and sweet cat. She loves to be pet after she gets comfortable with you. She likes to climb and will get along with any cat or human. Wet food is her weakness. She is bonded with her best friend Panda. Please adopt them together!,https://post.rescueme.org/26-01-26-00331
Panda,Domestic Cat,Male,Adult,San Diego County,No,Good,Good,Good,Low,Submissive,Yes,Yes,Panda is a social buddy who loves to cuddle. His favorite thing to do is follow you around and ask for pets. In return he'll make you some biscuits. He's a big boy so he's not the most active but will play fetch. Catch him napping most of the time though! He is bonded with Luna who also needs a home. Please adopt both together!,https://post.rescueme.org/26-01-26-00327
BIG BOO,Domestic Cat,Male,Young Adult,San Bernardino County,No,Unknown,Good,Good,Average,Average,Yes,Unknown,"Big Boo is a fun, friendly 2�%BD-year-old black-and-white cat who genuinely loves people. He's the kind of guy who leans right in for pets, sticks close to you, and clearly enjoys being part of whatever's going on.  He has a playful side and enjoys toys and games, and he does well with other cats. That said, he'd also be totally happy as your one-and-only as long as he gets plenty of attention.  Big Boo is healthy, fully vetted, and ready to move into a home where he can relax, play, and be someone's favorite companion. If you're looking for a social, affectionate cat with a great personality, Big Boo is definitely worth meeting! ��%90%BE",https://post.rescueme.org/26-01-26-00073
DESI,Domestic Cat,Female,Adult,San Bernardino County,No,Unknown,Good,Good,Average,Average,Yes,Yes,"This beautiful 7-year-old girl came to us after leaving an unsafe and abusive home, (literally abandoned in a contentions divorce), so she's understandably shy and cautious. She'll need a patient, gentle hand to help her feel safe and loved in her new surroundings.  She can be a little wary of men and new experiences at first, but once she trusts you, her sweet, affectionate personality truly shines. With people she bonds with, she loves to snuggle-sometimes even curling up under the covers for a cozy nap.  Right now, she hasn't been comfortable around other cats or dogs, so a quiet, calm home would be best. She's searching for a loving family willing to let her build confidence at her own pace. In return, she will offer unwavering affection and a truly special bond that's worth every moment of patience and care.",https://post.rescueme.org/26-01-26-00068
Minx,Domestic Cat,Female,Kitten,San Bernardino County,No,Unknown,Good,Good,High,Dominant,Yes,Yes,She is a 10 month old long haired calico Minx is a young adventurous cat who loves to cuddle and play. She is very intelligent and listens when called. I need to rehome her because she isn't doing well with some of the other cats. She leaves them alone but occasionally bothers them. The best home would be one where she is the only cat. She is very affectionate and deserves attention and love.,https://post.rescueme.org/26-01-23-00284
mr jiggz,Domestic Cat,Male,Young Kitten,Los Angeles County,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"cute kitty, needs a fur-ever home !! please take me!",https://post.rescueme.org/26-01-23-00235
,Domestic Cat,Male,Young Kitten,Madera County,No,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,,https://post.rescueme.org/26-01-20-00103
Sadie,Domestic Cat,Female,Senior,San Joaquin County,No,Good,Good,Good,Average,Submissive,Yes,Yes,"Sadie is a sweet, gentle girl with a cozy personality and a love for quiet companionship. At 10 years old, she's past the kitten chaos and enjoys peaceful routines, warm naps, and sharing space with her people. She's affectionate once settled and can be a real cuddle bug, especially when she gets to lay on your chest or perch on your shoulders while you're relaxing.  Sadie loves window watching, lounging up high in a cat condo, and claiming the coziest spots in the house.  She's in good health and spends much of her day napping, watching the world go by, and soaking up attention on her own terms! Sadie is litter-box trained (prefers it very clean), loves a scratcher, does well with kids and other pets, and will likely hide under the bed during loud moments like vacuuming.  If you're looking for a calm, comforting companion who forms meaningful bonds and enjoys quiet togetherness, Sadie could be a wonderful addition to your home.",https://post.rescueme.org/26-01-19-00401
Chloe,American Shorthair / Domestic Cat,Female,Young Adult,Sacramento County,No,Good,Good,Not Good,Average,Average,Yes,Yes,"Chloe was found six month ago at a feeding station. She has been indoors six months. Loves her naps. Uses litterbox faithfully. Gets along with small dogs and male cat. Doesn't like senior, 13 year old, female cat in household. She is strictly indoors and would do best with no female cats. She enjoys laying near her human at night on back of couch and getting gentle pets on her chipmunk cheeks. A sweet gal.she enjoys looking out window at birds and squirrels.",https://post.rescueme.org/26-01-19-00336
Jianjun,Domestic Cat,Male,Kitten,Orange County,No,Good,Good,Good,Average,Submissive,Unknown,No,"Hope a caring person adopt him. He has a brother named Jianguo, If someone can adopt them together, that would be great. But also can only adopt himself.",https://post.rescueme.org/26-01-19-00186
Juanguo,Domestic Cat,Male,Kitten,Orange County,No,Good,Good,Good,Average,Submissive,Yes,No,"Looking for a caring person to adopt the cat. And he has a brother, if can adopt them together, that would be great.",https://post.rescueme.org/26-01-19-00171
GiGi,Domestic Cat,Female,Senior,Sacramento County,No,Unknown,Good,Good,Low,Submissive,Yes,Yes,Gigi is a bottle fed cat .  Had her since one week old,https://post.rescueme.org/26-01-19-00156
Fluffy Grey Sweetheart,Russian Blue / Domestic Cat,Female,Young Adult,Los Angeles County,No,Unknown,Good,Good,Average,Average,Yes,Yes,Between 1-2 years old. Very sweet calm cat.,https://post.rescueme.org/26-01-19-00099
Mango and Luna,Domestic Cat,Female,Young Adult,Santa Clara County,No,Unknown,Unknown,Good,Average,Average,Yes,No,I am rehoming Mango and Luna. See previous post for more details,https://post.rescueme.org/26-01-18-00221
Mango and Luna,Domestic Cat,Female,Young Adult,Santa Clara County,No,Unknown,Unknown,Good,Average,Average,Yes,Yes,I have to rehome Mango and Luna due to allergies. They are sweet girls and are bonded so keeping them together is crucial. Mango is more active and curious than Luna. Luna enjoys lounging and is a bit more shy at first.,https://post.rescueme.org/26-01-18-00219
Chocolate Point Cutie,Siamese / Domestic Cat,Female,Young Adult,Los Angeles County,No,Unknown,Good,Good,Average,Average,Yes,Yes,,https://post.rescueme.org/26-01-18-00076
PABLO,Domestic Cat,Male,Young Adult,San Bernardino County,No,Good,Good,Good,Average,Unknown,Yes,Yes,"AGE: Approx 1.5 years old  Sex: Neutered Male  Breed: Domestic Short Hair  Color/Coat: Black & White Tuxedo  ADDITIONAL INFORMATION:  Pablo was rescued from the street along with his 16 cousins, siblings, aunts and mom.  As 1 of many kittens rescued together he is very happy being in the company of his homies. Super energetic and silly, Pablo is always ready for a quick snuggle or shenanigans with his friends. He can be cautious at first with new people, but sweet and submissive when once he trusts you and builds routine.  He LOVES other cats and needs a home with a feline homie!",https://post.rescueme.org/26-01-17-00248
Sadie,Domestic Cat,Female,Senior,San Joaquin County,No,Good,Good,Not Good,Low,Submissive,Yes,Yes,"Sadie is a 10-year-old long-haired cat (born July 2015) with a gentle, thoughtful personality. She's independent, low-maintenance, and happiest in a peaceful, low-key environment.  She enjoys doing her own thing and doesn't need constant attention, making her a wonderful companion for someone who values calm energy and quiet presence. She's affectionate on her own terms and can be such a sweetie once she feels comfortable-those moments of affection feel extra special because she chooses them.  She loves warm, cozy spaces like sunny windows, blankets, and heated throws, and will happily spend her days relaxing nearby. She can be shy around new people and loud environments, but thrives with patience, routine, and respect for her space.  She would do best in a calm home with someone who appreciates an independent cat with a soft, loving side and understands that trust takes time. In the right home, she'll be a peaceful, comforting presence and a truly special companion.",https://post.rescueme.org/26-01-16-00031
Tiger,Domestic Cat,Male,Senior,Sacramento County,No,Unknown,Unknown,Good,Average,Average,Yes,Yes,"Looking for a temp home for a year or less for my cat. Tiger had a brother who passed last year that he was raised with from birth, so I think he might be ok with other cats. He also was raised with my dog, who recently passed, but they weren't close. I will pay for all essentials and would need to visit each time I am back in town (2-3 times/yr).",https://post.rescueme.org/26-01-15-00237
Tiger,Domestic Cat,Male,Senior,Sacramento County,No,Unknown,Unknown,Good,Average,Submissive,Yes,Yes,"I'm hoping to rehome Tiger temporarily. I am going to Europe for 6 months to a year and cannot take him with me. He lived with his brother from birth until two years ago, so I'm guessing he will be fine with other cats. He also lived with my dog until he passed, although they were not close. I will pay for all expenses while I'm gone, but would like to visit him a few times during the year when I'm back in the country. He is the best lap kitty and is indoor only.",https://post.rescueme.org/26-01-15-00230
Freeway Franklin,Domestic Cat,Female,Young Adult,Madera County,No,Good,Good,Not Good,Low,Average,Unknown,Unknown,The owner of this friendly cat has passed away and we are looking to rehome her to someone.,https://post.rescueme.org/26-01-15-00195
Frankie,Domestic Cat,Female,Adult,Santa Clara County,No,Good,Good,Not Good,Low,Average,Yes,No,"My cat, Frankie, is seeking a new home as she has recently started attacking our three other cats (two males, one female). It's hard to say that she's not good with cats when sometimes she does cuddle with one of the older males, but also attacks him sometimes. She has met a dog and was not a fan whatsoever. She's low energy, but likes to play from time to time between naps. She'll sleep beside you all night. She's very loyal and sweet. I can pay for her vaccinations to get up to date before she's adopted out if requested.",https://post.rescueme.org/26-01-15-00036
HD Baby Girl,Russian Blue / Domestic Cat,Female,Kitten,Los Angeles County,No,Unknown,Good,Good,Average,Average,Yes,Yes,Very sweet playful baby girl.,https://post.rescueme.org/26-01-14-00161
Cookie,Domestic Cat,Male,Senior,Los Angeles County,No,Unknown,Unknown,Good,Average,Submissive,Yes,Unknown,"Cookie, a 14 year old indoor neutered male shorthaired tabby cat, needs a new home. His dad moved into assisted living and could not take Cookie with him.  Cookie is currently at a temporary foster home, but needs to find a new permanent home. He is an extremely loving, affectionate, calm indoor companion. He would be a great cat for a single senior or a family with older children.  Cookie is available for local pickup (Greater LA area).   Contact: Bridget (562) 412-7710   ",https://post.rescueme.org/26-01-13-00237
Spud,American Shorthair,Male,Young Adult,Santa Clara County,No,Unknown,Good,Unknown,Average,Submissive,Yes,Yes,"Meet your new bud, Spud! �ٴ����� Spud earned his name because, until recently, he lived outside in the dirt - just like a little potato! This adorable void quickly became a neighborhood favorite thanks to his friendly personality and gentle nature. Spud has FIV, which just means he'll do best as an only cat or with other calm, FIV-positive cats. FIV cats can live long, healthy lives indoors with good care and regular vet visits. He also has a mild heart murmur that's being checked out, but he currently shows no symptoms and feels great. Now that he's safe inside, Spud has shown what a sweetheart he truly is. He loves pets and attention, treats and scritches, and enjoys hanging out near his people. He's adapted beautifully to indoor life and is ready to find a calm, loving forever home. Spud approximately 2 years old. If you're looking for a sweet, loyal companion who's been through a lot and still has nothing but love to give, Spud might be your perfect match!   More of Spud:  https://photos.app.goo.gl/8j95bGcExHtz8GWt5",https://post.rescueme.org/26-01-13-00004
Aki,Domestic Cat,Female,Senior,Sacramento County,No,Unknown,Good,Unknown,Low,Submissive,Yes,Unknown,"Aki is a cat we've been taking care of for 1.5 years. Managed to catch and are trying to find a home but don't have more than 1 week or so because I'm going to give birth very soon.  She's deaf and fearful of humans but has improved greatly with getting closer to us, though no touching. She gets along fine with cats, if they don't mind her being deaf.  Soon we will put her back outside outside but she acan be caught again. Our neighbor will begin to take care of her soon who can help (will provide contact later)",https://post.rescueme.org/26-01-10-00364
Tyler,Bengal / Domestic Cat,Male,Adult,San Bernardino County,No,Good,Good,Good,Low,Average,Yes,Unknown,"Bengal mix looking for a new zipcode. He was the neighborhood Tom cat, we started feeding and got him neutered. He's big for a cat. He's good with kids, dogs, cats and chickens. He's an amazing hunter. Will kill mice, rats, squirrels and most anything that's small and moves. Would be a great addition to a cat colony or used as a barn cat.",https://post.rescueme.org/26-01-10-00156
Simon,American Shorthair,Male,Young Adult,Los Angeles County,No,Unknown,Good,Good,Average,Submissive,No,Unknown,"Simon is playful and loves belly rubs/lasers. He's vocal and will tell you what he needs always. Simon can be very shy, but he loves cuddling and sleeping together. I believe he likes to be the main cat he doesn't do well with unknown scents; he takes baths very calmly just cut his nails first! he's litter trained and sheds a lot! I am moving away and can't take him with me I want him to be in a loving home. He has a calm personality; he really will let you know if he needs something! Simon is an indoor cat; he is good with other animals. He just needs someone who will be patient with him. Simon is litter trained. When it comes to people and other animals, he can be very shy and anxious before he gets comfortable.",https://post.rescueme.org/26-01-09-00271
Cheddar,Domestic Cat,Male,Senior,San Bernardino County,No,Unknown,Unknown,Good,Low,Average,Yes,Yes,"Cheddar is going to 16 years old this year and is such a sweet, loving boy. He just wants a person to cuddle with in his twilight years. He is talkative and silly, exactly what you would expect from an orange cat. He loves scratches on his cheeks, space heaters, camera bags, and screaming for wet food. He is a fairly tolerant cat when it comes to being messed with. He likes when you chant his name. He has been around children and crowds (holiday parties) and done well with both. He is a very  Cheddar was adopted by my mom and 1 from a family friend when he was ten weeks old in July 2010. My mom passed away in 2024 and a friend agreed to take Cheddar in. I wanted to keep him, but I already knew he didn't get along with my cat as she is very territorial. Recently, my friend reached out to let us know that while Cheddar was great with two of their cats, he did not get along with their third cat and they had started fighting. She asked for our help in finding him a better home.",https://post.rescueme.org/26-01-08-00214
Orion 'Nuggie',Domestic Cat,Male,Young Adult,Sacramento County,No,Unknown,Good,Good,High,Submissive,Yes,No,"He's been with me for almost two years now, unfortunately need to rehome him due to finances and my own health.",https://post.rescueme.org/26-01-08-00081
Boo,Domestic Cat,Male,Adult,Sacramento County,No,Good,Good,Good,Low,Submissive,Yes,No,"He's been my friend and ESA for 6 years, unfortunately need to rehome him due to both of our health and financial troubles.",https://post.rescueme.org/26-01-08-00074
Tigger and simba,Domestic Cat,Male,Young Adult,Los Angeles County,No,Good,Good,Unknown,High,Dominant,Yes,Yes,"They've know each other their whole lives tigger is the orange tabby and simba is the tan tabby, tigger only like pets on this head he doesn't like to be touched other than his head. Simba on the other hand love pets and to be brushed his is also verry vocal.",https://post.rescueme.org/26-01-08-00006
Kylo,Domestic Cat,Male,Adult,San Luis Obispo County,No,Good,Good,Good,Average,Submissive,Yes,Yes,"12/25/2025 Update: Kylo had been with his foster family for almost a month now and is acclimating nicely. He has not sprayed once since arriving and had been living in a house with one other cat. He may end up doing well with other cats, if he has enough space. ... Here is Kylo! He is a very sweet 9 year old that is looking for a new home. He is in good health with no special medical needs. He enjoys playing with string toys, sitting in his cat tree, and napping on the backrest of the couch. He is a much loved cat but due to the addition of more cats at his current home, he has been spraying. Because of this, we recommend he goes to a home with no other cats; however, we do know he is fine with dogs (as long as they do not chase him). He is ready for a new home as soon as possible. Reach out with any questions",https://post.rescueme.org/26-01-06-00250
Maverick,Domestic Cat,Female,Adult,Fresno County,No,Good,Good,Good,Average,Average,Yes,Yes,,https://post.rescueme.org/26-01-06-00129
Valli,Domestic Cat,Female,Young Kitten,San Bernardino County,No,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,"This former shy kitty is from Bloomington and is now running the house. A resident contacted us about a feral mama and her kittens. We got mama TNRd and trapped her 2 kittens as well. Sadly, Valli's sister was much smaller and ill and did not survive. Valli is getting used to being a home with people.  The adoption fee includes being spayed/neutered, treated for fleas and worms, current shots and being chipped.��%BD%A0 We also pay for the initial chip registration.��%BD%A0��%BD%A0  Adoption events are held��%BD%A0Sundays at the Fontana Petco 12-4pm. We are always in need of fosterers, especially during the spring and summer 'kitten season'. Please inquire about fostering kittens or puppies, even if only for a few weeks at a time. The rescue wll provide training and all materials and expenses, include approved vet visits.��%BD%A0  https://petstablished.com/adoption_form/32024/generic",https://post.rescueme.org/26-01-05-00293
Noni,American Shorthair,Female,Senior,Los Angeles County,No,Unknown,Good,Good,Average,Dominant,Yes,Yes,"I'm looking for a loving placement for my 10-year-old cat, Noni. She's sweet, gentle, and enjoys being outdoors.  A few years ago she was hit by a car and, as a result, is incontinent. She needs to be expressed daily and may leave stool around. Despite this, she's otherwise healthy, mobile, and very sweet. She especially loves being outdoors and relaxing in the sun.  I've recently accepted a job that requires me to move to San Francisco, and unfortunately I won't be able to bring her with me due to her special needs and my upcoming living situation. This has been an incredibly hard decision, and my priority is making sure she ends up somewhere safe and kind.  I believe she would do best in a quiet rural setting, farm, or sanctuary, ideally with someone experienced with special-needs animals or comfortable providing gentle daily care.  I'm happy to share vet records, photos, and help with transportation or initial costs if needed.  If you or someone you know is able to help, I would be deeply grateful. Thank you so much for reading ����",https://post.rescueme.org/26-01-05-00292
ABIGAIL,Domestic Cat,Female,Senior,San Bernardino County,No,Unknown,Good,Good,Average,Average,Yes,Yes,"ADOPT A SENIOR LADY!  Abigail's journey has been a challenging one. Initially, her previous owner brought her to the vet to be euthanized :( But one of our local vets, saw the spark in her and reached out to us for help.  In her last home, Abigail had some difficulty interacting with her owner, so the owner thought euthanasia was the answer. Weird. Click below and see her arriving at our shelter:  https://www.youtube.com/watch?v=9cEEDiw9UKA  In her previous environment, there were both a dog and another cat, and Abigail felt a bit out of sorts around them. We think she should be the only animal in a loving home!  Come down to the cat lounge and meet her. She was saved for a reason!",https://post.rescueme.org/25-12-31-00162
PAN,Domestic Cat,Male,Young Adult,San Bernardino County,No,Good,Good,Good,Average,Average,Yes,Yes,"Pan (The Man) is an amazing 4-year-old neutered male Domestic Shorthair who has overcome so much. This sweet angel endured a terrible act of cruelty, abandoned on the roadside in the desert heat, confined in a small fabric carrier with only some M&M's for company. Understandably, he was quite reactive and scared due to his past trauma when he first came to us.  Fast forward three weeks, and Pan is now thriving, officially embracing his title as THE MAN. We adore this laid-back kitty! He loves to find the highest perches in our space, where he can snooze peacefully . Whenever we come to visit, he eagerly hops down, turns into a little chatterbox, and can't get enough of those head rubs!  Fast forward 2 months and PAN is in a foster home! Here is what his foster mom said last check in!  'I'm amazed by how loving and sweet Pan is even though he experienced severe trauma by the hands of humans. He's been friendly to anyone new who has come by the house and he even met my friends bigger dog and approached without fear, only friendly interest :) he loves to play, get pets and love, and really loves food and treats. He's a great kitty all around!'  Email : ",https://post.rescueme.org/25-12-28-00145
Sabrina,Domestic Cat,Female,Adult,Los Angeles County,No,Unknown,Good,Good,Average,Average,Yes,Yes,"Sabrina is a 5-year-old, 8.5-pound bundle of pure love. The moment you meet her, she starts purring and doesn't stop. She adores being close to her humans, rubbing against you for pets and curling up nearby just to be near you. She's the kind of cat who makes biscuits on her soft bed while gazing up at you with the sweetest eyes. Sabrina is playful and gentle, and she enjoys the company of other cats once she's had time to get to know them. She's more affectionate than most cats, truly a little cuddlebug who just wants to love and be loved. Whoever adopts Sabrina will gain a constant companion with the softest heart.",https://post.rescueme.org/25-12-27-00050
Maddox,Maine Coon / Domestic Cat,Male,Young Adult,Orange County,No,Good,Good,Good,Average,Average,Yes,Yes,Maddox has been around all my small dogs and cats too. He has been neutered vaccinated microchip. Deflean. Henlike to rub up against your legs and follow to the n bathroom. Beautiful kitty.,https://post.rescueme.org/25-12-09-00118
LORRAINE McFLY,American Shorthair / Domestic Cat,Female,Kitten,San Bernardino County,No,Unknown,Good,Unknown,Average,Average,No,Yes,Meet Lorraine!  This beautiful girl needs to be spayed and she will be and ready for her furever home!!,https://post.rescueme.org/25-12-02-00303
MARTY McFLY,American Shorthair / Domestic Cat,Male,Young Kitten,San Bernardino County,No,Unknown,Good,Good,Average,Average,No,Yes,"Meet Marty!  This beautiful boy came in with his mom, Lorraine. He had a nasty eye infection and we are nursing this angel back to health!  Foster to adopt until neutered!",https://post.rescueme.org/25-12-02-00302
Hawk,Domestic Cat,Male,Kitten,San Bernardino County,No,Good,Good,Good,Average,Submissive,Yes,Yes,"Meet Hawk - Our Playful Social Butterfly! Hawk is a young, energetic boy with a big heart and an even bigger love for making friends. He adores playing with other cats and quickly becomes the center of attention in any feline group. Once he's settled in and feels safe, he even tries to befriend all the dogs, offering his sweet charm to anyone willing to say hello.  Friendly, curious, and wonderfully social, Hawk seeks out attention and toys wherever they might be. He enjoys being held for short snuggles, but his adventurous side soon takes over-he loves to run free, climb, and explore every agility course he can get his paws on.  If you're looking for a playful, affectionate companion who blends cuddles with endless entertainment, Hawk is ready to soar into your heart!",https://post.rescueme.org/25-11-29-00166
Smudgie,American Shorthair / Bombay,Female,Kitten,Los Angeles County,No,Good,Good,Good,High,Submissive,Yes,Unknown,"Smudgie~  Spayed FE 2 Years. Splashy Tortoiseshell. Beautiful Gold Eyes.  Microchipped. Healthy, Smart as a Whip. Uses Paws like hands.  Likes to carry toys. Sweet and Very Affectionate. Silky Soft Fur.  Loves Children, Dogs, Cats & Kittens. She is a total 'Rock Star.'",https://post.rescueme.org/25-11-21-00359
Fuzzy Wuzzy,Russian Blue,Female,Kitten,Los Angeles County,No,Good,Good,Good,Average,Submissive,No,Yes,"Fuzzy Wuzzy~  Gorgeous FE Russian Blue. Beautiful Emerald Eyes. Silky Soft.  Sweet Natured. VERY Easy Going. Up to Date on Vaccinations. Gets along well with all People, Children, Dogs, Cats & Kittens.",https://post.rescueme.org/25-11-21-00356
Teddy Bear,American Shorthair,Male,Kitten,Los Angeles County,No,Good,Good,Good,High,Submissive,Yes,Unknown,"Teddy Bear~  Neutered Male 12 mos. Fawn Orange & White. Bronze Eyes.  Healthy, so Happy! Loves to be Held. Fetches. Says, 'Yeah.' Gives Eskimo Kisses. Loves People, Children, Dogs & Cats.  Real Cuddle Bug. Bonded Pair to Ashley aka, Momma Bear.",https://post.rescueme.org/25-11-21-00352
Ashley,Turkish Angora / Turkish Van,Male,Young Adult,Los Angeles County,No,Good,Unknown,Good,Average,Submissive,Yes,Unknown,"Ashley aka Momma Bear~  Spayed 2 year old Female LH Pastel Calico. Gorgeous Golden Eyes. Healthy, Affectionate, Easy-Going. Loves All, Children, Dogs & Cats. Very Photogenic: Our 'Pin Up Girl.' A Bonded Pair [To:Teddy Bear.]",https://post.rescueme.org/25-11-21-00347
